CallID,CustomerID,CallDate,IssueType,ResolutionStatus,SupervisorID
2536,2193,2023-04-16 15:00:00,Issue1,Pending,57
2537,6960,2023-04-16 16:00:00,Issue1,Resolved,27
2538,3770,2023-04-16 17:00:00,Issue1,Pending,22
2539,4363,2023-04-16 18:00:00,Issue1,Resolved,39
2540,9348,2023-04-16 19:00:00,Issue2,Pending,32
2541,2371,2023-04-16 20:00:00,Issue2,Pending,5
2542,926,2023-04-16 21:00:00,Issue1,Pending,45
2543,5113,2023-04-16 22:00:00,Issue1,Resolved,78
2544,4290,2023-04-16 23:00:00,Issue1,Pending,44
2545,7142,2023-04-17 00:00:00,Issue1,Pending,1
2546,1474,2023-04-17 01:00:00,Issue3,Resolved,96
2547,1494,2023-04-17 02:00:00,Issue2,Resolved,32
2548,4672,2023-04-17 03:00:00,Issue2,Resolved,27
2549,5947,2023-04-17 04:00:00,Issue3,Resolved,78
2550,1113,2023-04-17 05:00:00,Issue2,Pending,20
2551,5304,2023-04-17 06:00:00,Issue3,Resolved,16
2552,606,2023-04-17 07:00:00,Issue1,Pending,71
2553,2,2023-04-17 08:00:00,Issue2,Pending,4
2554,9183,2023-04-17 09:00:00,Issue2,Resolved,43
2555,521,2023-04-17 10:00:00,Issue3,Resolved,69
2556,473,2023-04-17 11:00:00,Issue3,Resolved,80
2557,2332,2023-04-17 12:00:00,Issue3,Resolved,60
2558,4685,2023-04-17 13:00:00,Issue3,Pending,59
2559,8379,2023-04-17 14:00:00,Issue2,Resolved,73
2560,5054,2023-04-17 15:00:00,Issue1,Resolved,16
2561,8061,2023-04-17 16:00:00,Issue1,Resolved,86
2562,2464,2023-04-17 17:00:00,Issue1,Pending,67
2563,1794,2023-04-17 18:00:00,Issue2,Resolved,75
2564,7846,2023-04-17 19:00:00,Issue2,Pending,57
2565,9489,2023-04-17 20:00:00,Issue3,Resolved,17
2566,5754,2023-04-17 21:00:00,Issue3,Pending,54
2567,5995,2023-04-17 22:00:00,Issue1,Resolved,54
2568,6283,2023-04-17 23:00:00,Issue3,Resolved,69
2569,9956,2023-04-18 00:00:00,Issue2,Pending,90
2570,6108,2023-04-18 01:00:00,Issue1,Resolved,11
2571,5029,2023-04-18 02:00:00,Issue1,Resolved,37
2572,3994,2023-04-18 03:00:00,Issue1,Pending,7
2573,6693,2023-04-18 04:00:00,Issue3,Resolved,86
2574,1306,2023-04-18 05:00:00,Issue2,Pending,33
2575,1726,2023-04-18 06:00:00,Issue1,Resolved,56
2576,1846,2023-04-18 07:00:00,Issue3,Pending,76
2577,7302,2023-04-18 08:00:00,Issue3,Pending,1
2578,9294,2023-04-18 09:00:00,Issue2,Resolved,91
2579,3613,2023-04-18 10:00:00,Issue2,Resolved,53
2580,283,2023-04-18 11:00:00,Issue1,Resolved,15
2581,1784,2023-04-18 12:00:00,Issue1,Resolved,40
2582,5375,2023-04-18 13:00:00,Issue2,Pending,68
2583,1164,2023-04-18 14:00:00,Issue2,Resolved,6
2584,4054,2023-04-18 15:00:00,Issue1,Pending,18
2585,3709,2023-04-18 16:00:00,Issue2,Pending,13
2586,6975,2023-04-18 17:00:00,Issue3,Pending,26
2587,6060,2023-04-18 18:00:00,Issue2,Pending,46
2588,3445,2023-04-18 19:00:00,Issue3,Pending,4
2589,2438,2023-04-18 20:00:00,Issue3,Pending,23
2590,7429,2023-04-18 21:00:00,Issue1,Resolved,92
2591,6186,2023-04-18 22:00:00,Issue3,Pending,76
2592,9164,2023-04-18 23:00:00,Issue1,Pending,11
2593,3149,2023-04-19 00:00:00,Issue1,Pending,1
2594,946,2023-04-19 01:00:00,Issue2,Resolved,42
2595,2648,2023-04-19 02:00:00,Issue2,Pending,49
2596,1201,2023-04-19 03:00:00,Issue3,Resolved,45
2597,8802,2023-04-19 04:00:00,Issue2,Resolved,31
2598,998,2023-04-19 05:00:00,Issue3,Pending,59
2599,3320,2023-04-19 06:00:00,Issue2,Resolved,98
2600,9801,2023-04-19 07:00:00,Issue3,Pending,20
2601,8134,2023-04-19 08:00:00,Issue1,Pending,65
2602,7965,2023-04-19 09:00:00,Issue3,Resolved,50
2603,2874,2023-04-19 10:00:00,Issue1,Pending,95
2604,8071,2023-04-19 11:00:00,Issue3,Pending,16
2605,5906,2023-04-19 12:00:00,Issue1,Pending,93
2606,8289,2023-04-19 13:00:00,Issue3,Pending,93
2607,1213,2023-04-19 14:00:00,Issue1,Resolved,43
2608,560,2023-04-19 15:00:00,Issue3,Resolved,70
2609,3142,2023-04-19 16:00:00,Issue1,Pending,69
2610,7392,2023-04-19 17:00:00,Issue3,Resolved,81
2611,1484,2023-04-19 18:00:00,Issue3,Pending,83
2612,2988,2023-04-19 19:00:00,Issue3,Pending,93
2613,2969,2023-04-19 20:00:00,Issue2,Pending,35
2614,1014,2023-04-19 21:00:00,Issue1,Resolved,44
2615,9325,2023-04-19 22:00:00,Issue3,Pending,14
2616,2801,2023-04-19 23:00:00,Issue3,Pending,74
2617,4250,2023-04-20 00:00:00,Issue2,Pending,45
2618,3686,2023-04-20 01:00:00,Issue3,Pending,91
2619,7843,2023-04-20 02:00:00,Issue3,Pending,82
2620,6587,2023-04-20 03:00:00,Issue1,Resolved,40
2621,1800,2023-04-20 04:00:00,Issue1,Pending,55
2622,7699,2023-04-20 05:00:00,Issue2,Pending,12
2623,9129,2023-04-20 06:00:00,Issue1,Pending,94
2624,4421,2023-04-20 07:00:00,Issue1,Pending,80
2625,9012,2023-04-20 08:00:00,Issue2,Resolved,9
2626,4433,2023-04-20 09:00:00,Issue1,Pending,15
2627,301,2023-04-20 10:00:00,Issue3,Resolved,68
2628,7649,2023-04-20 11:00:00,Issue1,Pending,50
2629,7109,2023-04-20 12:00:00,Issue3,Resolved,84
2630,1453,2023-04-20 13:00:00,Issue1,Pending,82
2631,3503,2023-04-20 14:00:00,Issue2,Pending,77
2632,276,2023-04-20 15:00:00,Issue1,Pending,2
2633,8699,2023-04-20 16:00:00,Issue3,Resolved,13
2634,1618,2023-04-20 17:00:00,Issue2,Pending,81
2635,1233,2023-04-20 18:00:00,Issue3,Resolved,31
2636,5303,2023-04-20 19:00:00,Issue3,Resolved,5
2637,1042,2023-04-20 20:00:00,Issue2,Resolved,76
2638,6737,2023-04-20 21:00:00,Issue1,Resolved,53
2639,9193,2023-04-20 22:00:00,Issue1,Resolved,74
2640,6368,2023-04-20 23:00:00,Issue3,Resolved,26
2641,6202,2023-04-21 00:00:00,Issue2,Pending,57
2642,4885,2023-04-21 01:00:00,Issue1,Pending,56
2643,2554,2023-04-21 02:00:00,Issue2,Resolved,50
2644,7304,2023-04-21 03:00:00,Issue2,Resolved,87
2645,3173,2023-04-21 04:00:00,Issue3,Pending,65
2646,7383,2023-04-21 05:00:00,Issue2,Resolved,31
2647,4440,2023-04-21 06:00:00,Issue2,Resolved,43
2648,6819,2023-04-21 07:00:00,Issue2,Resolved,77
2649,1996,2023-04-21 08:00:00,Issue3,Resolved,21
2650,8142,2023-04-21 09:00:00,Issue2,Resolved,76
2651,4774,2023-04-21 10:00:00,Issue1,Pending,8
2652,8113,2023-04-21 11:00:00,Issue3,Pending,79
2653,4348,2023-04-21 12:00:00,Issue1,Resolved,60
2654,8414,2023-04-21 13:00:00,Issue2,Resolved,91
2655,582,2023-04-21 14:00:00,Issue1,Resolved,66
2656,3706,2023-04-21 15:00:00,Issue1,Resolved,7
2657,498,2023-04-21 16:00:00,Issue1,Resolved,56
2658,5654,2023-04-21 17:00:00,Issue3,Resolved,67
2659,7657,2023-04-21 18:00:00,Issue3,Resolved,14
2660,575,2023-04-21 19:00:00,Issue1,Pending,70
2661,6120,2023-04-21 20:00:00,Issue2,Resolved,88
2662,974,2023-04-21 21:00:00,Issue1,Resolved,82
2663,8311,2023-04-21 22:00:00,Issue1,Pending,24
2664,7223,2023-04-21 23:00:00,Issue3,Resolved,20
2665,7269,2023-04-22 00:00:00,Issue2,Pending,89
2666,870,2023-04-22 01:00:00,Issue1,Resolved,95
2667,8306,2023-04-22 02:00:00,Issue1,Resolved,44
2668,5905,2023-04-22 03:00:00,Issue1,Pending,24
2669,3001,2023-04-22 04:00:00,Issue3,Pending,15
2670,8345,2023-04-22 05:00:00,Issue1,Resolved,91
2671,2234,2023-04-22 06:00:00,Issue1,Resolved,90
2672,7760,2023-04-22 07:00:00,Issue3,Resolved,54
2673,7232,2023-04-22 08:00:00,Issue2,Resolved,40
2674,4332,2023-04-22 09:00:00,Issue3,Resolved,3
2675,2446,2023-04-22 10:00:00,Issue2,Resolved,55
2676,7331,2023-04-22 11:00:00,Issue3,Pending,48
2677,5607,2023-04-22 12:00:00,Issue3,Pending,20
2678,3341,2023-04-22 13:00:00,Issue1,Resolved,92
2679,6431,2023-04-22 14:00:00,Issue3,Resolved,44
2680,5834,2023-04-22 15:00:00,Issue1,Pending,70
2681,9375,2023-04-22 16:00:00,Issue3,Resolved,28
2682,4996,2023-04-22 17:00:00,Issue1,Pending,48
2683,982,2023-04-22 18:00:00,Issue2,Pending,58
2684,960,2023-04-22 19:00:00,Issue2,Resolved,53
2685,3615,2023-04-22 20:00:00,Issue3,Pending,97
2686,7660,2023-04-22 21:00:00,Issue1,Pending,72
2687,2046,2023-04-22 22:00:00,Issue3,Resolved,98
2688,1433,2023-04-22 23:00:00,Issue2,Pending,84
2689,6284,2023-04-23 00:00:00,Issue1,Pending,48
2690,3651,2023-04-23 01:00:00,Issue3,Pending,72
2691,498,2023-04-23 02:00:00,Issue1,Resolved,77
2692,3021,2023-04-23 03:00:00,Issue1,Pending,51
2693,3228,2023-04-23 04:00:00,Issue3,Pending,88
2694,8201,2023-04-23 05:00:00,Issue1,Pending,15
2695,2790,2023-04-23 06:00:00,Issue2,Pending,33
2696,9936,2023-04-23 07:00:00,Issue3,Resolved,23
2697,8596,2023-04-23 08:00:00,Issue3,Pending,25
2698,8094,2023-04-23 09:00:00,Issue3,Resolved,1
2699,3498,2023-04-23 10:00:00,Issue3,Pending,36
2700,183,2023-04-23 11:00:00,Issue3,Pending,16
2701,5842,2023-04-23 12:00:00,Issue1,Resolved,2
2702,3643,2023-04-23 13:00:00,Issue3,Resolved,90
2703,1500,2023-04-23 14:00:00,Issue3,Resolved,37
2704,6788,2023-04-23 15:00:00,Issue2,Pending,2
2705,1109,2023-04-23 16:00:00,Issue1,Pending,65
2706,7557,2023-04-23 17:00:00,Issue2,Pending,75
2707,8085,2023-04-23 18:00:00,Issue1,Resolved,69
2708,8621,2023-04-23 19:00:00,Issue1,Pending,23
2709,9053,2023-04-23 20:00:00,Issue2,Pending,21
2710,4942,2023-04-23 21:00:00,Issue1,Pending,17
2711,5815,2023-04-23 22:00:00,Issue3,Pending,45
2712,5898,2023-04-23 23:00:00,Issue3,Pending,54
2713,4902,2023-04-24 00:00:00,Issue1,Pending,9
2714,1040,2023-04-24 01:00:00,Issue3,Resolved,87
2715,1894,2023-04-24 02:00:00,Issue2,Pending,77
2716,838,2023-04-24 03:00:00,Issue1,Pending,41
2717,9125,2023-04-24 04:00:00,Issue1,Pending,88
2718,2365,2023-04-24 05:00:00,Issue2,Resolved,77
2719,3016,2023-04-24 06:00:00,Issue3,Resolved,81
2720,5342,2023-04-24 07:00:00,Issue3,Pending,6
2721,3243,2023-04-24 08:00:00,Issue1,Pending,1
2722,4527,2023-04-24 09:00:00,Issue1,Pending,72
2723,184,2023-04-24 10:00:00,Issue1,Resolved,99
2724,3169,2023-04-24 11:00:00,Issue3,Pending,46
2725,6197,2023-04-24 12:00:00,Issue3,Resolved,77
2726,8847,2023-04-24 13:00:00,Issue2,Pending,78
2727,4463,2023-04-24 14:00:00,Issue2,Pending,41
2728,1249,2023-04-24 15:00:00,Issue2,Resolved,66
2729,2364,2023-04-24 16:00:00,Issue3,Pending,53
2730,5622,2023-04-24 17:00:00,Issue2,Resolved,72
2731,752,2023-04-24 18:00:00,Issue1,Resolved,51
2732,5833,2023-04-24 19:00:00,Issue3,Pending,21
2733,5036,2023-04-24 20:00:00,Issue1,Resolved,63
2734,2262,2023-04-24 21:00:00,Issue1,Resolved,31
2735,9976,2023-04-24 22:00:00,Issue3,Resolved,5
2736,3205,2023-04-24 23:00:00,Issue1,Resolved,45
2737,8632,2023-04-25 00:00:00,Issue1,Pending,90
2738,1053,2023-04-25 01:00:00,Issue3,Resolved,88
2739,8718,2023-04-25 02:00:00,Issue1,Resolved,12
2740,337,2023-04-25 03:00:00,Issue3,Pending,27
2741,8632,2023-04-25 04:00:00,Issue3,Resolved,59
2742,7081,2023-04-25 05:00:00,Issue1,Resolved,10
2743,5024,2023-04-25 06:00:00,Issue2,Resolved,95
2744,5366,2023-04-25 07:00:00,Issue1,Pending,64
2745,6713,2023-04-25 08:00:00,Issue3,Resolved,14
2746,6442,2023-04-25 09:00:00,Issue2,Resolved,9
2747,2501,2023-04-25 10:00:00,Issue3,Resolved,67
2748,4200,2023-04-25 11:00:00,Issue2,Resolved,67
2749,7735,2023-04-25 12:00:00,Issue3,Resolved,87
2750,5351,2023-04-25 13:00:00,Issue1,Resolved,32
2751,93,2023-04-25 14:00:00,Issue2,Resolved,59
2752,682,2023-04-25 15:00:00,Issue3,Resolved,64
2753,6678,2023-04-25 16:00:00,Issue2,Resolved,11
2754,6133,2023-04-25 17:00:00,Issue2,Resolved,85
2755,3991,2023-04-25 18:00:00,Issue1,Pending,90
2756,5223,2023-04-25 19:00:00,Issue1,Pending,87
2757,6008,2023-04-25 20:00:00,Issue2,Resolved,81
2758,6755,2023-04-25 21:00:00,Issue1,Pending,17
2759,2881,2023-04-25 22:00:00,Issue3,Resolved,92
2760,7928,2023-04-25 23:00:00,Issue1,Pending,63
2761,2943,2023-04-26 00:00:00,Issue3,Resolved,8
2762,9241,2023-04-26 01:00:00,Issue1,Resolved,79
2763,4703,2023-04-26 02:00:00,Issue2,Resolved,78
2764,7528,2023-04-26 03:00:00,Issue3,Pending,40
2765,914,2023-04-26 04:00:00,Issue3,Pending,99
2766,9767,2023-04-26 05:00:00,Issue1,Resolved,67
2767,3938,2023-04-26 06:00:00,Issue3,Resolved,52
2768,238,2023-04-26 07:00:00,Issue1,Pending,85
2769,5397,2023-04-26 08:00:00,Issue3,Pending,18
2770,3556,2023-04-26 09:00:00,Issue2,Resolved,65
2771,9417,2023-04-26 10:00:00,Issue2,Pending,86
2772,5538,2023-04-26 11:00:00,Issue3,Pending,42
2773,5941,2023-04-26 12:00:00,Issue3,Resolved,52
2774,1275,2023-04-26 13:00:00,Issue2,Pending,66
2775,6042,2023-04-26 14:00:00,Issue3,Pending,66
2776,946,2023-04-26 15:00:00,Issue1,Pending,56
2777,9337,2023-04-26 16:00:00,Issue1,Resolved,89
2778,6871,2023-04-26 17:00:00,Issue3,Resolved,43
2779,6718,2023-04-26 18:00:00,Issue3,Resolved,55
2780,745,2023-04-26 19:00:00,Issue1,Resolved,2
2781,5496,2023-04-26 20:00:00,Issue3,Pending,5
2782,3878,2023-04-26 21:00:00,Issue3,Resolved,59
2783,4802,2023-04-26 22:00:00,Issue2,Resolved,60
2784,3761,2023-04-26 23:00:00,Issue2,Resolved,57
2785,184,2023-04-27 00:00:00,Issue2,Pending,50
2786,3799,2023-04-27 01:00:00,Issue3,Pending,34
2787,5076,2023-04-27 02:00:00,Issue2,Pending,91
2788,5821,2023-04-27 03:00:00,Issue1,Resolved,63
2789,2234,2023-04-27 04:00:00,Issue1,Resolved,82
2790,4813,2023-04-27 05:00:00,Issue1,Pending,8
2791,1593,2023-04-27 06:00:00,Issue2,Resolved,54
2792,9632,2023-04-27 07:00:00,Issue3,Resolved,5
2793,6541,2023-04-27 08:00:00,Issue2,Pending,91
2794,4161,2023-04-27 09:00:00,Issue1,Pending,49
2795,4070,2023-04-27 10:00:00,Issue2,Pending,10
2796,3471,2023-04-27 11:00:00,Issue1,Resolved,4
2797,1907,2023-04-27 12:00:00,Issue2,Pending,29
2798,5803,2023-04-27 13:00:00,Issue3,Pending,11
2799,6198,2023-04-27 14:00:00,Issue3,Pending,94
2800,7466,2023-04-27 15:00:00,Issue2,Resolved,80
2801,5210,2023-04-27 16:00:00,Issue3,Pending,50
2802,7074,2023-04-27 17:00:00,Issue3,Resolved,84
2803,1147,2023-04-27 18:00:00,Issue3,Resolved,86
2804,2635,2023-04-27 19:00:00,Issue1,Resolved,65
2805,1677,2023-04-27 20:00:00,Issue1,Pending,35
2806,501,2023-04-27 21:00:00,Issue1,Pending,85
2807,7134,2023-04-27 22:00:00,Issue3,Resolved,98
2808,1565,2023-04-27 23:00:00,Issue2,Pending,2
2809,8142,2023-04-28 00:00:00,Issue3,Pending,64
2810,3967,2023-04-28 01:00:00,Issue3,Pending,12
2811,3622,2023-04-28 02:00:00,Issue3,Resolved,74
2812,9160,2023-04-28 03:00:00,Issue2,Pending,91
2813,1442,2023-04-28 04:00:00,Issue1,Resolved,51
2814,657,2023-04-28 05:00:00,Issue1,Resolved,95
2815,4182,2023-04-28 06:00:00,Issue1,Pending,65
2816,632,2023-04-28 07:00:00,Issue2,Resolved,6
2817,6791,2023-04-28 08:00:00,Issue2,Resolved,93
2818,5368,2023-04-28 09:00:00,Issue2,Resolved,38
2819,827,2023-04-28 10:00:00,Issue3,Pending,52
2820,3732,2023-04-28 11:00:00,Issue3,Pending,1
2821,6744,2023-04-28 12:00:00,Issue1,Pending,87
2822,4303,2023-04-28 13:00:00,Issue1,Pending,61
2823,8506,2023-04-28 14:00:00,Issue3,Resolved,22
2824,8654,2023-04-28 15:00:00,Issue3,Resolved,72
2825,4013,2023-04-28 16:00:00,Issue1,Resolved,8
2826,8054,2023-04-28 17:00:00,Issue1,Resolved,24
2827,9217,2023-04-28 18:00:00,Issue1,Pending,36
2828,5647,2023-04-28 19:00:00,Issue1,Resolved,8
2829,6973,2023-04-28 20:00:00,Issue2,Resolved,12
2830,2812,2023-04-28 21:00:00,Issue3,Resolved,62
2831,7827,2023-04-28 22:00:00,Issue3,Resolved,25
2832,2579,2023-04-28 23:00:00,Issue3,Resolved,54
2833,242,2023-04-29 00:00:00,Issue1,Resolved,87
2834,2927,2023-04-29 01:00:00,Issue1,Resolved,38
2835,2229,2023-04-29 02:00:00,Issue1,Resolved,61
2836,3996,2023-04-29 03:00:00,Issue3,Pending,14
2837,5951,2023-04-29 04:00:00,Issue2,Resolved,75
2838,2997,2023-04-29 05:00:00,Issue2,Resolved,49
2839,5846,2023-04-29 06:00:00,Issue3,Resolved,37
2840,7027,2023-04-29 07:00:00,Issue1,Pending,63
2841,9429,2023-04-29 08:00:00,Issue1,Pending,81
2842,6108,2023-04-29 09:00:00,Issue3,Pending,16
2843,8983,2023-04-29 10:00:00,Issue2,Pending,60
2844,8473,2023-04-29 11:00:00,Issue1,Resolved,18
2845,9912,2023-04-29 12:00:00,Issue3,Resolved,69
2846,348,2023-04-29 13:00:00,Issue1,Resolved,29
2847,6038,2023-04-29 14:00:00,Issue1,Resolved,57
2848,8316,2023-04-29 15:00:00,Issue2,Pending,89
2849,5118,2023-04-29 16:00:00,Issue3,Resolved,27
2850,9359,2023-04-29 17:00:00,Issue2,Pending,47
2851,8901,2023-04-29 18:00:00,Issue2,Pending,20
2852,9922,2023-04-29 19:00:00,Issue3,Resolved,54
2853,8771,2023-04-29 20:00:00,Issue1,Resolved,44
2854,3202,2023-04-29 21:00:00,Issue2,Resolved,17
2855,4483,2023-04-29 22:00:00,Issue3,Resolved,17
2856,7224,2023-04-29 23:00:00,Issue1,Pending,21
2857,2718,2023-04-30 00:00:00,Issue3,Pending,87
2858,8559,2023-04-30 01:00:00,Issue1,Pending,37
2859,319,2023-04-30 02:00:00,Issue1,Resolved,80
2860,3117,2023-04-30 03:00:00,Issue3,Resolved,78
2861,6788,2023-04-30 04:00:00,Issue3,Resolved,42
2862,6335,2023-04-30 05:00:00,Issue1,Resolved,63
2863,6864,2023-04-30 06:00:00,Issue3,Pending,65
2864,8672,2023-04-30 07:00:00,Issue3,Pending,38
2865,4324,2023-04-30 08:00:00,Issue3,Pending,97
2866,4465,2023-04-30 09:00:00,Issue2,Resolved,33
2867,9488,2023-04-30 10:00:00,Issue2,Resolved,5
2868,9641,2023-04-30 11:00:00,Issue2,Resolved,55
2869,937,2023-04-30 12:00:00,Issue1,Resolved,49
2870,4748,2023-04-30 13:00:00,Issue2,Resolved,74
2871,4397,2023-04-30 14:00:00,Issue2,Pending,67
2872,7220,2023-04-30 15:00:00,Issue2,Pending,76
2873,6985,2023-04-30 16:00:00,Issue2,Resolved,1
2874,1023,2023-04-30 17:00:00,Issue2,Pending,81
2875,4272,2023-04-30 18:00:00,Issue3,Resolved,79
2876,2540,2023-04-30 19:00:00,Issue3,Pending,57
2877,3141,2023-04-30 20:00:00,Issue3,Resolved,84
2878,5259,2023-04-30 21:00:00,Issue3,Resolved,11
2879,7940,2023-04-30 22:00:00,Issue1,Pending,33
2880,4748,2023-04-30 23:00:00,Issue2,Pending,71
2881,4664,2023-05-01 00:00:00,Issue3,Pending,59
2882,495,2023-05-01 01:00:00,Issue2,Resolved,52
2883,7276,2023-05-01 02:00:00,Issue3,Pending,70
2884,2680,2023-05-01 03:00:00,Issue3,Pending,99
2885,7157,2023-05-01 04:00:00,Issue1,Resolved,14
2886,5154,2023-05-01 05:00:00,Issue3,Resolved,88
2887,1773,2023-05-01 06:00:00,Issue3,Pending,2
2888,8188,2023-05-01 07:00:00,Issue2,Resolved,77
2889,2365,2023-05-01 08:00:00,Issue1,Pending,72
2890,400,2023-05-01 09:00:00,Issue3,Pending,5
2891,9303,2023-05-01 10:00:00,Issue1,Pending,31
2892,3329,2023-05-01 11:00:00,Issue2,Pending,50
2893,8831,2023-05-01 12:00:00,Issue1,Pending,38
2894,140,2023-05-01 13:00:00,Issue2,Resolved,93
2895,7831,2023-05-01 14:00:00,Issue3,Pending,77
2896,9932,2023-05-01 15:00:00,Issue1,Pending,58
2897,6451,2023-05-01 16:00:00,Issue2,Pending,70
2898,6173,2023-05-01 17:00:00,Issue3,Resolved,68
2899,5994,2023-05-01 18:00:00,Issue2,Resolved,74
2900,3072,2023-05-01 19:00:00,Issue2,Resolved,28
2901,312,2023-05-01 20:00:00,Issue2,Pending,22
2902,3190,2023-05-01 21:00:00,Issue2,Pending,63
2903,3824,2023-05-01 22:00:00,Issue3,Resolved,81
2904,5622,2023-05-01 23:00:00,Issue1,Resolved,36
2905,5181,2023-05-02 00:00:00,Issue1,Resolved,80
2906,8228,2023-05-02 01:00:00,Issue3,Pending,78
2907,3556,2023-05-02 02:00:00,Issue1,Resolved,40
2908,1975,2023-05-02 03:00:00,Issue2,Pending,74
2909,9884,2023-05-02 04:00:00,Issue3,Pending,37
2910,2642,2023-05-02 05:00:00,Issue1,Pending,16
2911,4207,2023-05-02 06:00:00,Issue1,Resolved,68
2912,8941,2023-05-02 07:00:00,Issue3,Pending,21
2913,4772,2023-05-02 08:00:00,Issue2,Pending,67
2914,5054,2023-05-02 09:00:00,Issue3,Pending,54
2915,6023,2023-05-02 10:00:00,Issue2,Resolved,16
2916,9702,2023-05-02 11:00:00,Issue3,Resolved,18
2917,1216,2023-05-02 12:00:00,Issue2,Pending,38
2918,2007,2023-05-02 13:00:00,Issue3,Pending,16
2919,1560,2023-05-02 14:00:00,Issue1,Pending,71
2920,7291,2023-05-02 15:00:00,Issue3,Pending,62
2921,9565,2023-05-02 16:00:00,Issue3,Resolved,96
2922,4887,2023-05-02 17:00:00,Issue1,Pending,52
2923,8696,2023-05-02 18:00:00,Issue3,Pending,19
2924,921,2023-05-02 19:00:00,Issue2,Pending,81
2925,1603,2023-05-02 20:00:00,Issue2,Resolved,48
2926,4731,2023-05-02 21:00:00,Issue3,Resolved,57
2927,547,2023-05-02 22:00:00,Issue2,Pending,14
2928,3927,2023-05-02 23:00:00,Issue3,Pending,26
2929,1957,2023-05-03 00:00:00,Issue3,Pending,89
2930,9768,2023-05-03 01:00:00,Issue2,Resolved,79
2931,6300,2023-05-03 02:00:00,Issue1,Resolved,34
2932,7550,2023-05-03 03:00:00,Issue2,Resolved,17
2933,7449,2023-05-03 04:00:00,Issue2,Resolved,88
2934,6418,2023-05-03 05:00:00,Issue1,Resolved,85
2935,7142,2023-05-03 06:00:00,Issue1,Resolved,59
2936,6434,2023-05-03 07:00:00,Issue3,Pending,8
2937,2476,2023-05-03 08:00:00,Issue2,Pending,61
2938,5926,2023-05-03 09:00:00,Issue1,Pending,73
2939,2209,2023-05-03 10:00:00,Issue3,Pending,56
2940,9160,2023-05-03 11:00:00,Issue1,Resolved,43
2941,6848,2023-05-03 12:00:00,Issue2,Resolved,97
2942,2864,2023-05-03 13:00:00,Issue1,Pending,36
2943,9053,2023-05-03 14:00:00,Issue3,Resolved,73
2944,1638,2023-05-03 15:00:00,Issue1,Pending,95
2945,6233,2023-05-03 16:00:00,Issue3,Resolved,56
2946,1080,2023-05-03 17:00:00,Issue2,Pending,33
2947,1247,2023-05-03 18:00:00,Issue3,Resolved,24
2948,8741,2023-05-03 19:00:00,Issue2,Pending,65
2949,4211,2023-05-03 20:00:00,Issue3,Pending,30
2950,3310,2023-05-03 21:00:00,Issue1,Pending,69
2951,6620,2023-05-03 22:00:00,Issue2,Pending,15
2952,51,2023-05-03 23:00:00,Issue2,Pending,40
2953,9387,2023-05-04 00:00:00,Issue1,Resolved,50
2954,8287,2023-05-04 01:00:00,Issue1,Resolved,17
2955,3769,2023-05-04 02:00:00,Issue3,Pending,99
2956,2228,2023-05-04 03:00:00,Issue3,Resolved,2
2957,4864,2023-05-04 04:00:00,Issue3,Resolved,68
2958,8346,2023-05-04 05:00:00,Issue3,Pending,10
2959,480,2023-05-04 06:00:00,Issue1,Resolved,83
2960,8370,2023-05-04 07:00:00,Issue1,Resolved,59
2961,2995,2023-05-04 08:00:00,Issue2,Resolved,96
2962,8375,2023-05-04 09:00:00,Issue3,Resolved,20
2963,4081,2023-05-04 10:00:00,Issue3,Pending,92
2964,9544,2023-05-04 11:00:00,Issue3,Pending,31
2965,1685,2023-05-04 12:00:00,Issue3,Resolved,16
2966,5054,2023-05-04 13:00:00,Issue3,Pending,29
2967,662,2023-05-04 14:00:00,Issue1,Resolved,31
2968,1634,2023-05-04 15:00:00,Issue1,Resolved,9
2969,9982,2023-05-04 16:00:00,Issue1,Resolved,19
2970,184,2023-05-04 17:00:00,Issue1,Resolved,46
2971,4674,2023-05-04 18:00:00,Issue2,Resolved,75
2972,2956,2023-05-04 19:00:00,Issue2,Pending,34
2973,10,2023-05-04 20:00:00,Issue2,Pending,89
2974,1696,2023-05-04 21:00:00,Issue1,Pending,95
2975,3528,2023-05-04 22:00:00,Issue2,Pending,95
2976,4500,2023-05-04 23:00:00,Issue1,Pending,48
2977,5111,2023-05-05 00:00:00,Issue3,Resolved,44
2978,1154,2023-05-05 01:00:00,Issue1,Resolved,38
2979,7525,2023-05-05 02:00:00,Issue1,Resolved,31
2980,194,2023-05-05 03:00:00,Issue1,Resolved,44
2981,4967,2023-05-05 04:00:00,Issue1,Pending,29
2982,5436,2023-05-05 05:00:00,Issue1,Pending,6
2983,1753,2023-05-05 06:00:00,Issue3,Resolved,33
2984,6960,2023-05-05 07:00:00,Issue3,Resolved,88
2985,4968,2023-05-05 08:00:00,Issue2,Pending,56
2986,7054,2023-05-05 09:00:00,Issue2,Resolved,78
2987,1936,2023-05-05 10:00:00,Issue1,Pending,76
2988,9241,2023-05-05 11:00:00,Issue3,Pending,31
2989,9630,2023-05-05 12:00:00,Issue2,Pending,98
2990,8916,2023-05-05 13:00:00,Issue3,Resolved,29
2991,1057,2023-05-05 14:00:00,Issue2,Pending,87
2992,8146,2023-05-05 15:00:00,Issue3,Resolved,28
2993,9144,2023-05-05 16:00:00,Issue1,Resolved,40
2994,5987,2023-05-05 17:00:00,Issue2,Resolved,12
